source,Title,Writer,ISBN No.,Publisher,Published Date,No of page,Weight(g),Cover Type,Dimension,Category,Bonus,Language,Stock Location'
https://www.bukukita.com/Agama/Islam/157623-Seri-Makhluk-Ghaib-:-Malaikat-dalam-Al-Quran.html,Seri Makhluk Ghaib : Malaikat dalam Al-Quran,,9.78603E+12,Lentera Hati,Juli - 2018,-,150 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Buku-Novel/Remaja/146942-Selestia-dan-Penjara-Teka-teki.html,Selestia dan Penjara Teka-teki [Ber-TTD asli Penulis + Free buku Bajak Laut Popcorn],,9.78603E+12,Buah Hati,Nov-16,254,300 gr,Soft Cover,140x210mm,Remaja,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=2182,,,,,,,,,,,,,
https://www.bukukita.com/Bahasa-dan-Kamus/Belajar-Bahasa/159675-Belajar-Percakapan-Bahasa-Inggris-Tanpa-Mikir.html,Belajar Percakapan Bahasa Inggris Tanpa Mikir,,9.78603E+12,Pusat Kajian Bahasa,Oktober - 2018,-,200 gr,Soft Cover,-,Belajar Bahasa,-,,Stok Tersedia.
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/168230-RESIGN-SEKARANG-JUGA-!.html,RESIGN SEKARANG JUGA !,,9.78623E+12,Psikologi Corner,Oktober - 2021,-,150 gr,Soft Cover,-,Psikologi,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=748,,,,,,,,,,,,,
https://www.bukukita.com/searchresult.php?id=3&key=2200,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/114075-Hidangan-Ramadhan.html,Hidangan Ramadhan,,9.78979E+12,Al Mawardi,2013,-,500 gr,Hard Cover,-,Islam,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Agama/Al-Quran/98046-AR-RAHMAN-AL-QURAN-Cover-Hijau.html,AR RAHMAN AL-QURAN Cover Hijau (2011),,-,Fokus Media,Nov-11,-,900 gr,Hard Cover,-,Al-Quran,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/159658-STEVE-JOBS:-Seniman-Teknologi-Revolusioner-Abad-21.html,STEVE JOBS: Seniman Teknologi Revolusioner Abad 21,,9.78603E+12,Anak Hebat Indonesia,Oktober - 2018,-,250 gr,Soft Cover,-,Biografi,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=1224,,,,,,,,,,,,,
https://www.bukukita.com/searchresult.php?id=3&key=1894,,,,,,,,,,,,,
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/107877-Mari-Bung-Rebut-Kembali-Surya-Paloh-2010-2012.html,Mari Bung Rebut Kembali - Surya Paloh 2010-2012,,9.78603E+12,Media Indonesia,Oktober - 2012,-,300 gr,soft cover,-,Biografi,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Buku-Sekolah/Penunjang-Pelajaran/106996-Tes-Potensi-Akademik.html,Tes Potensi Akademik,,9.78603E+12,Oncor Semesta Publisher,Agustus - 2010,118,150 gr,Soft Cover,-,Penunjang Pelajaran,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Agama/Islam/162870-AL-MAIDAH-51:-Satu-Firman-Beragam-Penafsiran.html,AL-MAIDAH 51: Satu Firman Beragam Penafsiran,,9.78603E+12,Lentera Hati,Juli - 2019,-,250 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=1486,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/162626-Hadits-Shahih-Bukhari-Muslim-Hard-Cover.html,Hadits Shahih Bukhari Muslim - Hard Cover,,9.78602E+12,FATHAN PRIMA MEDIA,2013,846,2100 gr,Hard Cover,-,Islam,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/katalogbukuatribut.php?atrId=3&page=1,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/162665-Muhammad-Sang-Teladan-Hard-Cover.html,Muhammad Sang Teladan - Hard Cover,,9.78603E+12,Senja Publishing,2019,-,1100 gr,Hard Cover,-,Islam,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=1637,,,,,,,,,,,,,
https://www.bukukita.com/Anak-Anak/Pelajaran-Sekolah/129515-Insyaallah-Lulus-UN.html,Insyaallah Lulus UN,,9.78602E+12,Adi Bintang,Oktober - 2014,104,250 gr,Soft Cover,-,Pelajaran Sekolah,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Anak-Anak/Cerita-Anak/168624-YLAI-Interactive-Book-Tugas-Penting-Kartika.html,YLAI Interactive Book - Tugas Penting Kartika,,9.78602E+12,PELANGI INDONESIA,Maret - 2022,24,150 gr,soft cover,21x30mm,Cerita Anak,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=1303,,,,,,,,,,,,,
https://www.bukukita.com/searchresult.php?id=3&key=2654,,,,,,,,,,,,,
https://www.bukukita.com/searchresult.php?id=3&key=757,,,,,,,,,,,,,
https://www.bukukita.com/Anak-Anak/Pendidikan-Anak/131754-Storypedia-Nusantara.html,Storypedia Nusantara (Full Colour) (2013),,9.78603E+12,Buah Hati,Nov-13,-,500 gr,Soft Cover,-,Pendidikan Anak,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Sejarah-dan-Budaya/Kebudayaan/109924-Tarekat-Petani-:-Fenomena-Tarekat-Syattariyah-Lokal.html,Tarekat Petani : Fenomena Tarekat Syattariyah Lokal,,9.78979E+12,Lkis,Januari - 2013,250,250 gr,Soft Cover (HVS),-,Kebudayaan,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=808,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/157567-Islam-Yang-Saya-Pahami.html,Islam Yang Saya Pahami (reguler),,9.78603E+12,Lentera Hati,Juli - 2018,342,350 gr,Soft Cover,13x19mm,Islam,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=1346,,,,,,,,,,,,,
https://www.bukukita.com/Buku-Novel/Romance/122076-SCRAPE-MY-HEART.html,SCRAPE MY HEART,,9.78979E+12,Magenta Media,Februari - 2014,-,250 gr,soft cover,-,Romance,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Aksesoris-Kado-&-Parcel/Kertas-Kado/157442-Bungkus-Kertas-Kado-Motif-Walt-Disney-World.html,Bungkus Kertas Kado Motif Walt Disney World,,-,Bukukita.com,2018,-,25 gr,-,-,Kertas Kado,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Anak-Anak/Islam/138882-Doa-Anak-Saleh-Al-Ikhlas-Jilid-1-BK.html,Doa Anak Saleh Al-Ikhlas Jilid 1 BK,,9.78602E+12,IKHLAS MEDIA,Nov-15,-,400 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=1999,,,,,,,,,,,,,
https://www.bukukita.com/Buku-Novel/Romance/152787-The-Perfect-Charm.html,The Perfect Charm,,9.78603E+12,Histeria,Oktober - 2017,436,500 gr,Soft Cover,-,Romance,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Anak-Anak/Islam/138883-Doa-Anak-Saleh-Al-Ikhlas-Jilid-5-BK.html,Doa Anak Saleh Al-Ikhlas Jilid 5 BK,,9.78602E+12,IKHLAS MEDIA,Nov-15,-,400 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Aksesoris-Kado-&-Parcel/Kertas-Kado/157447-Bungkus-Kertas-Kado-Motif-Batik-Coklat-Muda.html,Bungkus Kertas Kado Motif Batik Coklat Muda,,-,Bukukita.com,2018,1,25 gr,-,-,Kertas Kado,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/130803-How-Successful-People-Lead.html,How Successful People Lead,,9.78603E+12,MIC,Nov-14,-,300 gr,Hard Cover,-,Pengembangan Diri,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/163151-Sutopo-Purwo-Nugroho-Terjebak-Nostalgia.html,Sutopo Purwo Nugroho Terjebak Nostalgia [Reguler],,9.78603E+12,Literati-books,Agustus - 2019,208,350 gr,Soft Cover,15x23mm,Biografi,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=758,,,,,,,,,,,,,
https://www.bukukita.com/Orang-Tua-dan-Keluarga/Orang-Tua-dan-Anak/163306-Smart-Parenting:-2000-Kilat-Cerdas-Mendidik-Anak.html,Smart Parenting: 2000 Kilat Cerdas Mendidik Anak,,9.78624E+12,Alvabet,Agustus - 2019,-,300 gr,Soft Cover,-,Orang Tua dan Anak,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=1039,,,,,,,,,,,,,
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/95548-Marco-van-Basten-:-Era-ac-Milan-dan-Oranye.html,Marco van Basten : Era ac Milan dan Oranye,,9.78979E+12,Pena Wormer,Agustus - 2011,256,500 gr,Soft Cover,140x210mm,Biografi,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Agama/Islam/161961-Kaidah-Tafsir.html,Kaidah Tafsir,,9.78603E+12,Lentera Hati,Mei - 2019,-,500 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=2134,,,,,,,,,,,,,
https://www.bukukita.com/Aksesoris-Kado-&-Parcel/Kertas-Kado/157448-Bungkus-Kertas-Kado-Motif-Batik-Coklat-Tua.html,Bungkus Kertas Kado Motif Batik Coklat Tua,,-,Bukukita.com,2018,1,25 gr,-,-,Kertas Kado,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Agama/Islam/126913-Kumpulan-Juz-30.-29.-28-Hadits-Arbain-&-al-Matsurat.html,Kumpulan Juz 30. 29. 28 Hadits Arbain & al-Matsurat,,-,Indiva Media Kreasi,Juli - 2014,-,100 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=2180,,,,,,,,,,,,,
https://www.bukukita.com/Sastra-dan-Filsafat/Jurnal-Sastra/122585-MetodePenelitian.html,MetodePenelitian ( wedatama ),,9.78979E+12,Wedatama Widya Sastra,Februari - 2014,-,360 gr,Soft Cover,-,Jurnal Sastra,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Agama/Islam/159660-Sabar-Kemudian-Syukur-Lalu-Ikhlas.html,Sabar Kemudian Syukur Lalu Ikhlas,,9.78603E+12,Mueeza,Oktober - 2018,-,300 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.
"https://www.bukukita.com/Agama/Islam/160144-ISLAM-YANG-DISALAHPAHAMI:-Menepis-Prasangka,-Mengikis-Kekeliruan.html","ISLAM YANG DISALAHPAHAMI: Menepis Prasangka, Mengikis Kekeliruan (Reguler)",,9.78603E+12,Lentera Hati,Desember - 2018,376,350 gr,Soft Cover,-,Islam,Diskon 25%,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=2661,,,,,,,,,,,,,
https://www.bukukita.com/Inspirasi-dan-Spiritual/Inspirasional/169390-Connect-The-Dots.html,Connect The Dots,,-,Yahya&Yahya,Sep-22,204,300 gr,Soft Cover,-,Inspirasional,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Inspirasi-dan-Spiritual/Kiat-Sukses/106992-Mudah-Mencari-Kerja-:-Pedoman-Praktis-Bagi-Para-Pencari-Kerja.html,Mudah Mencari Kerja : Pedoman Praktis Bagi Para Pencari Kerja,,9.78603E+12,Oncor Semesta Publisher,Juni - 2010,80,100 gr,Soft Cover,-,Kiat Sukses,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/katalogbukuatribut.php?atrId=4&page=1,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Al-Quran/98044-AL-BAYAN-AL-QURAN.html,AL BAYAN AL-QUR'AN (BIRU),,-,Fokus Media,Nov-11,-,1000 gr,Hard Cover,-,Al-Quran,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=1336,,,,,,,,,,,,,
"https://www.bukukita.com/Buku-Sekolah/Penunjang-Pelajaran/137486-Akuntabilitas-:-Edisi-3,-Juni-September-2015-Downward-Accountability.html","Akuntabilitas : Edisi 3, Juni-September 2015 Downward Accountability",,9.7723E+12,Diandra Primamitra,Sep-15,-,250 gr,Soft Cover,-,Penunjang Pelajaran,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=1580,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/130689-Kisah-kisah-79-Teladan-Dahsyat-Sepanjang-Hayat.html,Kisah-kisah 79 Teladan Dahsyat Sepanjang Hayat,,9.7898E+12,Nabila Publising,Oktober - 2014,-,200 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/157052-Cara-Ampuh-Menjadi-Pribadi-yang-Diterima-&-Disukai.html,Cara Ampuh Menjadi Pribadi yang Diterima & Disukai,,9.78603E+12,Anak Hebat Indonesia,Mei - 2018,-,250 gr,Soft Cover,-,Psikologi,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Masakan-dan-Makanan/Makanan/166558-Masakan-Timur-Tengah-Populer-Favorit-Ala-Chef-Salimoz.html,Masakan Timur Tengah Populer Favorit Ala Chef Salimoz,,9.78602E+12,Gramedia Pustaka Utama,Agustus - 2020,124,200 gr,soft cover,-,Makanan,-,Indonesia,Gudang Penerbit
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/168304-Your-Job-is-Not-Your-Career-:-Your-Ultimate-Career-Guide-2022.html,Your Job is Not Your Career : Your Ultimate Career Guide 2022,,9.78603E+12,Lentera Hati,Nov-21,204,200 gr,soft cover,-,Pengembangan Diri,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Sains-dan-Teknologi/Sains-Umum/168307-The-Magic-of-Reality.html,The Magic of Reality (edisi teks),,9.78602E+12,Gramedia Pustaka Utama,Juli - 2021,208,160 gr,soft cover,-,Sains Umum,-,Indonesia,Gudang Penerbit
https://www.bukukita.com/Buku-Novel/Remaja/169451-Pre-Order-Seluas-Langit-Biru-by-Sitta-Karina.html,Pre Order Seluas Langit Biru by Sitta Karina ( Edisi Tanda Tangan ),,9.78624E+12,Literati-books,Oktober - 2022,532,400 gr,Soft Cover,19x13mm,Remaja,Tanda Tangan Asli Sitta Karina,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=1276,,,,,,,,,,,,,
https://www.bukukita.com/Inspirasi-dan-Spiritual/Inspirasional/124042-NEZ-Inda-Club.html,NEZ Inda Club,,9.78602E+12,Matahari,Apr-14,-,600 gr,Soft Cover,-,Inspirasional,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/69974-Kamu-Bukan-Bintang-:-10-Hal-yang-Menjadikanmu-Pecundang.html,Kamu Bukan Bintang : 10 Hal yang Menjadikanmu Pecundang,,979,Indiva Media Kreasi,2008,-,200 gr,Soft Cover,-,Motivasi,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=291,,,,,,,,,,,,,
https://www.bukukita.com/Busana-dan-Kecantikan/Aksesoris/113738-Ragam-Aksesoris-Berbusana-Paling-Cantik.html,Ragam Aksesoris Berbusana Paling Cantik,,9.78603E+12,Dunia Kreasi,Mei - 2013,-,150 gr,Soft Cover,-,Aksesoris,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=1113,,,,,,,,,,,,,
https://www.bukukita.com/Buku-Novel/Sosial-Budaya/166996-MENGELOLA-HARTA-KARUN-KARIMUNJAWA.html,MENGELOLA HARTA KARUN KARIMUNJAWA,,9.78602E+12,Wedatama Widya Sastra,Mei - 2020,252,250 gr,Soft Cover,-,Sosial-Budaya,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=1415,,,,,,,,,,,,,
https://www.bukukita.com/searchresult.php?id=3&key=884,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Al-Quran/101979-MUSHAF-AL-HADI.html,MUSHAF AL-HADI (cover warna merah),,-,Fokus Media,2012,-,900 gr,Hard Cover,-,Al-Quran,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Masakan-dan-Makanan/Resep-Masakan/106605-Aneka-Olahan-Bebek.html,"Aneka Olahan Bebek (Enak, Renyah & Gurih) BK",,9.78602E+12,IKHLAS MEDIA,Sep-12,-,30 gr,Soft Cover,-,Resep Masakan,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=2644,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/122391-Mushaf-Al-ikhkas-BK.html,Mushaf Al-ikhkas BK,,-,IKHLAS MEDIA,Februari - 2014,-,900 gr,Hard Cover,-,Islam,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=1199,,,,,,,,,,,,,
https://www.bukukita.com/Humor/Umum/138318-FAK!-Frequently-Asked-Kuestions.html,FAK! - Frequently Asked Kuestions (Disc 50%),,9.78602E+12,Bukune,Oktober - 2015,144,125 gr,Soft Cover,-,Umum,Bonus Paper Doll,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=541,,,,,,,,,,,,,
https://www.bukukita.com/Buku-Novel/Petualangan/106995-Sekolah-Sambil-Berpetualang-:-Berani-berpetualang-di-Luar-Kelas.html,Sekolah Sambil Berpetualang : Berani berpetualang di Luar Kelas,,9.78603E+12,Oncor Semesta Publisher,2010,150,150 gr,Soft Cover,-,Petualangan,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Ekonomi-dan-Manajemen/Bisnis-Investasi/160016-Success-Guaranteed:-Garansi-Sukses-Di-Bisnis-MLM.html,Success Guaranteed: Garansi Sukses Di Bisnis MLM,,9.78602E+12,MIC,Nov-18,-,260 gr,Soft Cover,-,Bisnis-Investasi,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/Agama/Islam/167332-Ishmatul-Anbiya:-Misi-Tanpa-Salah-Para-Pembawa-Risalah.html,Ishmatul Anbiya: Misi Tanpa Salah Para Pembawa Risalah,,9.78624E+12,Alifia Books,Februari - 2021,225,200 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=53,,,,,,,,,,,,,
https://www.bukukita.com/Buku-Novel/Sejarah-Fiksi/168228-Buku-The-Horde:-Bagaimana-Sebuah-Gerombolan-Pengembara-Mengubah-Sejarah-Dunia.html,Buku The Horde: Bagaimana Sebuah Gerombolan Pengembara Mengubah Sejarah Dunia,,9.78623E+12,Alvabet,Oktober - 2021,480,500 gr,soft cover,-,Sejarah Fiksi,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=254,,,,,,,,,,,,,
https://www.bukukita.com/Inspirasi-dan-Spiritual/Kepemimpinan/80106-Success-101-:-Hal-Hal-yang-Harus-Diketahui-Oleh-Para-Pemimpin.html,Success 101 : Hal-Hal yang Harus Diketahui Oleh Para Pemimpin,,9.78603E+12,MIC,Mei - 2010,-,250 gr,Hard Cover,-,Kepemimpinan,-,Indonesia,Stok Tersedia.
https://www.bukukita.com/searchresult.php?id=3&key=54,,,,,,,,,,,,,
